Review Text Original,Description Original,hallucination_groundtruth,Hallucination Confidence Score
{'Love my new Lenovo.  I had a Yoga before.  No learning curve for me!'},The person likes to teach with this laptop,1,0.74
{'This works super well. The screen is amazing. I have no regrets. Bought this for my wife and she is loving it.'},The person likes the screen of this laptop to teach,1,0.1
"{'This is my third Lenovo Yoga laptop over the years, and I like everything about it. I can no longer use a computer without a touchscreen!'}",The Person likes that this laptop isnt bulky to carry around and use,1,0.1
"{'I like the design and light up keyboard. The light weight, quickly process.'}",The person likes to use this laptop for quick processing,1,0.63
{'the best laptop ever bought i7 oled you cant go wrong way better than apple macbook2'},The person likes to work on some projects with this laptop,1,1.0
"{'Carring good and fancy style I""d like it. Recommend to my friend this notebook'}",The user recommends this product to teach virtual classes due to the presence of microphone feature,1,0.8
{'I^m enjoying my purchase. I^m still learning how to get the best out of it.'},The person likes to use the touchscreen on this laptop,1,0.87
{'I love this computer. I^ve had it for a month and use it almost every day.'},The person likes to work on some projects with this laptop,1,0.91
"{'I""m still learning all the features and functions, but overall I think it is going to be a good laptop for me.'}",The person likes to learn all the features and functions of this laptop,1,0.0
"{'This Laptop is an amazing 2-1 device! Great screen quality, cool features (full 360 fold), and a complimentary stylus! I was very hesitant to buy at first but after having the device for 1 month I don^t know how I did work without it!'}",The person likes to work on some projects with this laptop,1,0.1
"{'it""s good i tell ya it""s a decent machine for computing'}",The person likes to work on some projects with this laptop,1,0.81
"{'LOVE this laptop, My second Yoga and I""ll always buy this as they come out with new ones when I need to upgrade. It""s fabulous!'}",The person likes to work on some projects with this laptop,1,0.95
{'Powerful computer at a great price. This was the perfect computer for my son to take to college. The screen has vibrant colors and the weight is perfect. Battery life has been better than advertised. Easy to set up and to use. Multi-positional screen is perfect for going from class to streaming movies and tv shows.'},The person likes that this laptop is easy to set up and use.,1,0.0
{'We are very satisfied with our purchase. The speed and graphics is more than adequate.'},The person likes that the keyboard light turns off by itself after some time and its presence can be manually controlled in this laptop,1,0.83
{'Fancy and powerful. Does everything I needed and more.'},The person likes that he/she can work on some projects with this laptop,1,0.77
"{'Perfect for my graphic design needs. Powerful, fast, and elegant.'}",The designer likes the power of this laptop,1,0.86
"{'Great purchase, very pleased with a stylish laptop that works perfectly.  The screen offers a perfect image and the system operates flawlessly.'}",The person likes to work on some projects with this laptop,1,0.87
"{'Its just okay, i would""ve loved a MacBook better than Lenovo'}",The person dont like the battery life of this laptop,1,0.72
"{'I love my laptop it lite perfect size. I purchased another one for my daughter. Great price you can""t go wrong.'}",The person likes the touchscreen function of this laptop,1,0.84
"{'I was hesitant to spend less on the Lennovo laptop, due to not knowing much about the brand. I am so glad I took the chance! My labtop is perfect for everything I was looking for and all the accessories were included. I will now always choose Lennovo as my go to brand!'}",The Person likes this laptop because he can easily work on it,1,0.8
"{'First off, the 4 out of 5 stars is for its battery life.It just doesn^t last as long as I^d like it too, but I^m realizing that, that just might be how laptops are thesedaysOn the other hand, I^m love with this laptop and it^s luxurious style! It^s sleek, soft and so stylish! I love how light it is and it came with a super cute case and pencil which I found super dope bc I wasn^t expecting it at all.  I kind of wish it had a number pad though instead of having just the numbers at the top bc nowadays we have to have a login for everything and there^s always a number in passwords so it would^ve been convenient for sure! Also, on my last laptop there was a button that brought up emojis like a little on screen keyboard of emojis and I fell in love with that, and this laptop doesn^t have one or at least I wasn^t able to find it yet!Overall, I^d say this laptop is SO worth it! BUY IT!'}",The person likes the battery life of this laptop,1,0.1
"{'Great laptop. Slim, light and super fast. Definitely recommend.'}",The person likes the touchscreen function of this laptop to draw on it.,1,0.8
"{'I love almost everything about it except the lid seems top heavy when it""s open'}",The person dont like that the lid of this laptop is top heavy when its open,1,0.0
{'Greta laptop will get one for work got it for home purposes'},The person likes to work on some projects with this laptop,1,0.1
{'greati am enjoying this lap toplove the flip feature'},The person likes to work on some projects with this laptop,1,1.0
{'This Lenovo machine is a great tool to have for my business needs.'},The person likes that this laptop can be used for virtual teaching,1,0.78
